date,value
2020-01-01,49.17874877473178
2020-01-02,53.81294159354143
2020-01-03,53.72597463793723
2020-01-04,54.69496497279767
2020-01-05,52.22898500740763
2020-01-06,52.755714443507536
2020-01-07,54.18253464485071
2020-01-08,54.43541858018934
2020-01-09,56.79230641019801
2020-01-10,55.61759763160221
2020-01-11,56.06350045417704
2020-01-12,52.92800488175765
2020-01-13,50.99095365691874
2020-01-14,51.709569403846785
2020-01-15,51.827822282845275
2020-01-16,52.67538083081186
2020-01-17,50.08027689477497
2020-01-18,49.428061029566464
2020-01-19,47.239145954415385
2020-01-20,44.50902982979096
2020-01-21,43.69048603972067
2020-01-22,45.36994961131061
2020-01-23,47.35553788716571
2020-01-24,46.796161912093865
2020-01-25,47.282656121180146
2020-01-26,44.92881385599716
2020-01-27,44.6119833482819
2020-01-28,45.9581931699685
2020-01-29,49.33205792838772
2020-01-30,50.372064635442676
2020-01-31,52.77812268158395
2020-02-01,52.53549919409182
2020-02-02,51.21225619773209
2020-02-03,51.60849351986875
2020-02-04,52.54073528691384
2020-02-05,54.463788859448975
2020-02-06,58.27021966571097
2020-02-07,58.05623158803255
2020-02-08,55.91069993431589
2020-02-09,53.554941579261026
2020-02-10,51.99395516737777
2020-02-11,53.34966361011432
2020-02-12,53.711300937460486
2020-02-13,53.08490587957281
2020-02-14,54.366002999804294
2020-02-15,52.15392453961829
2020-02-16,48.913555447848665
2020-02-17,46.394483933201215
2020-02-18,46.374978132128376
2020-02-19,47.527183424775004
2020-02-20,47.91231041961922
2020-02-21,49.00575034607848
2020-02-22,47.4443917446994
2020-02-23,45.352392502358256
2020-02-24,44.55105863272547
2020-02-25,45.72521721650426
2020-02-26,47.79639983805826
2020-02-27,49.154515166775745
2020-02-28,51.068288358882114
2020-02-29,50.426337164233956
2020-03-01,50.29246591632744
2020-03-02,51.695929664500696
2020-03-03,52.93596681878091
2020-03-04,54.416926821641724
2020-03-05,56.31417820889872
2020-03-06,57.72707600865459
2020-03-07,56.407748950700736
2020-03-08,54.432196397461524
2020-03-09,54.2333297087854
2020-03-10,54.81254415347486
2020-03-11,57.24498497305498
2020-03-12,57.335787481478874
2020-03-13,55.543932123158335
2020-03-14,54.89207450319702
2020-03-15,53.483333853755504
2020-03-16,50.28380631054786
2020-03-17,48.45363630694325
2020-03-18,49.54796372256565
2020-03-19,50.12492339821006
2020-03-20,50.59215961474937
2020-03-21,48.58787349061158
2020-03-22,46.254738474891404
2020-03-23,45.220638303808315
2020-03-24,45.15546021409701
2020-03-25,47.76445617885608
2020-03-26,47.99933271271755
2020-03-27,49.79071779242629
2020-03-28,49.883400692129776
2020-03-29,47.68360986037746
2020-03-30,48.852237152482516
2020-03-31,49.25500217532557
2020-04-01,52.703167459636404
2020-04-02,55.10690567033002
2020-04-03,57.35034038393882
2020-04-04,56.82985916241633
2020-04-05,55.722407025525094
2020-04-06,55.64216898819981
2020-04-07,55.306998031392624
2020-04-08,55.93831446187265
2020-04-09,58.98499482030399
2020-04-10,59.443038894989016
2020-04-11,55.5324936962351
2020-04-12,54.61950540662063
2020-04-13,52.41001472768536
2020-04-14,53.08906686632028
2020-04-15,52.577538899182834
2020-04-16,52.717941350449
2020-04-17,51.46366646783381
2020-04-18,49.201466992555204
2020-04-19,47.16741128410628
2020-04-20,45.16532812005272
2020-04-21,45.70322162347357
2020-04-22,48.14248382789151
2020-04-23,49.54433429385352
2020-04-24,49.34591517249836
2020-04-25,46.66475894418522
2020-04-26,46.62268732070569
2020-04-27,47.1712742281764
2020-04-28,47.60909831140248
2020-04-29,50.87576533241298
2020-04-30,55.18746291401969
2020-05-01,56.18439175021281
2020-05-02,54.471830460472624
2020-05-03,54.74250706949218
2020-05-04,53.966170825330856
2020-05-05,55.474369807219375
2020-05-06,57.340250804472575
2020-05-07,60.982849387463574
2020-05-08,59.799902845622356
2020-05-09,59.15251253700869
2020-05-10,55.78204122403937
2020-05-11,55.81136323791425
2020-05-12,52.767041578613366
2020-05-13,53.220173643119196
2020-05-14,55.647678664478974
2020-05-15,55.706410333248584
2020-05-16,52.134566810691496
2020-05-17,49.67181767286279
2020-05-18,47.51090229323045
2020-05-19,47.2309862665293
2020-05-20,47.59407617226887
2020-05-21,49.281071834944825
2020-05-22,49.743358844499134
2020-05-23,49.66407634932763
2020-05-24,47.448888533526436
2020-05-25,46.215424272867075
2020-05-26,47.66052383840922
2020-05-27,49.44273918975578
2020-05-28,52.17587460123738
2020-05-29,54.99298379301837
2020-05-30,53.40148705860402
2020-05-31,52.66119244707335
2020-06-01,52.840727220902984
2020-06-02,54.50846810690529
2020-06-03,57.75452197748518
2020-06-04,57.23337440179324
2020-06-05,59.837630281440106
2020-06-06,59.609069868483154
2020-06-07,57.31427410325898
2020-06-08,56.67664130549536
2020-06-09,54.9494602551977
2020-06-10,57.08636385071134
2020-06-11,57.63485316180617
2020-06-12,58.42387428795615
2020-06-13,55.12623628923619
2020-06-14,52.7649369115179
2020-06-15,50.21809022650317
2020-06-16,50.34853272163212
2020-06-17,49.876006923547564
2020-06-18,52.27015706741472
2020-06-19,50.58809571407858
2020-06-20,50.48605551659351
2020-06-21,48.63129809746341
2020-06-22,46.912300489021646
2020-06-23,47.52999687501909
2020-06-24,49.06018184015045
2020-06-25,49.841252679201915
2020-06-26,51.58138547683964
2020-06-27,51.77157643827915
2020-06-28,51.084007225311616
2020-06-29,51.57635975826982
2020-06-30,52.15022271116787
2020-07-01,54.01841885504528
2020-07-02,57.41955939047398
2020-07-03,58.026000473161275
2020-07-04,59.71306857926784
2020-07-05,57.89808655238987
2020-07-06,56.732665186055634
2020-07-07,57.44898660173551
2020-07-08,57.17443123050771
2020-07-09,59.28374091331828
2020-07-10,59.86128929921584
2020-07-11,57.847291971304685
2020-07-12,56.723745423658954
2020-07-13,54.36341183834511
2020-07-14,52.818303007837685
2020-07-15,52.134413328877265
2020-07-16,53.14149011676973
2020-07-17,52.853733339847814
2020-07-18,50.40897597704227
2020-07-19,47.31052687365816
2020-07-20,46.31207869595002
2020-07-21,48.497452875302145
2020-07-22,48.879481471798606
2020-07-23,50.31665166287627
2020-07-24,49.185383105698634
2020-07-25,50.73673043406411
2020-07-26,50.74248283376322
2020-07-27,49.075384783311925
2020-07-28,52.27322111539088
2020-07-29,53.270772928529034
2020-07-30,56.38568962557258
2020-07-31,57.600583304234924
2020-08-01,58.380808517069546
2020-08-02,57.08754500351197
2020-08-03,56.99769605253004
2020-08-04,57.297819586318695
2020-08-05,59.55306708561172
2020-08-06,60.65886001706348
2020-08-07,62.01991303844066
2020-08-08,59.626561973492954
2020-08-09,57.93892652367291
2020-08-10,55.80615553071312
2020-08-11,54.25482138210671
2020-08-12,55.08419541279157
2020-08-13,55.48189020047325
2020-08-14,56.040242811120734
2020-08-15,54.14494757570754
2020-08-16,51.568297471344124
2020-08-17,49.50561586485797
2020-08-18,48.08944585338739
2020-08-19,51.871726764765285
2020-08-20,50.96509645438441
2020-08-21,52.69421538838742
2020-08-22,52.62543076836168
2020-08-23,49.89823839634821
2020-08-24,47.13568706851884
2020-08-25,49.77740797986838
2020-08-26,52.68195801007306
2020-08-27,56.3944846366935
2020-08-28,57.11785710150225
2020-08-29,57.20981828771267
2020-08-30,55.92612097953057
2020-08-31,56.27331328738517
2020-09-01,57.373284391482294
2020-09-02,59.87457524095769
2020-09-03,60.326844451464375
2020-09-04,62.21076201997509
2020-09-05,59.373578226324774
2020-09-06,58.982034114244115
2020-09-07,56.037816672670864
2020-09-08,56.725395044045406
2020-09-09,58.34762047664337
2020-09-10,58.61231299155392
2020-09-11,58.03773956749723
2020-09-12,56.73622700477774
2020-09-13,53.59977200502746
2020-09-14,50.09964955106005
2020-09-15,49.5899534525754
2020-09-16,50.80764402761051
2020-09-17,51.34242914194784
2020-09-18,52.2418237750673
2020-09-19,51.20466953100229
2020-09-20,49.71309204387715
2020-09-21,48.22487124217548
2020-09-22,49.640856115793866
2020-09-23,50.753701186214826
2020-09-24,54.29737543152917
2020-09-25,55.66350378583937
2020-09-26,54.561002805780774
2020-09-27,54.56698781756138
2020-09-28,54.72278858960279
2020-09-29,56.01466081401602
2020-09-30,57.78092091501555
2020-10-01,61.120367371185445
2020-10-02,61.96587115826334
2020-10-03,60.916553195362894
2020-10-04,58.94791969056462
2020-10-05,57.944227517789244
2020-10-06,58.69509301044894
2020-10-07,60.0893815667743
2020-10-08,59.83750861853944
2020-10-09,60.47523197820356
2020-10-10,58.626522504663065
2020-10-11,54.37081471486113
2020-10-12,54.34101589807347
2020-10-13,52.311348319959414
2020-10-14,52.406972470339014
2020-10-15,55.371324520744146
2020-10-16,54.71401113922211
2020-10-17,52.693914692232575
2020-10-18,49.62358538948159
2020-10-19,49.66167853081556
2020-10-20,48.46618565207423
2020-10-21,50.747853608322075
2020-10-22,53.22373057852648
2020-10-23,54.49296945572216
2020-10-24,52.66851200561441
2020-10-25,53.966475791409515
2020-10-26,53.852342077887535
2020-10-27,54.46849375499602
2020-10-28,57.44389859327347
2020-10-29,60.418141133761644
2020-10-30,60.91144946903322
2020-10-31,60.86851028849837
2020-11-01,59.82188163418567
2020-11-02,58.41474766664308
2020-11-03,59.543721675178496
2020-11-04,59.0823928796775
2020-11-05,62.22112045655274
2020-11-06,62.83080087424273
2020-11-07,59.92152822539908
2020-11-08,57.873415072831946
2020-11-09,56.33181813881697
2020-11-10,55.85683082388905
2020-11-11,57.091468439668155
2020-11-12,58.7123055376509
2020-11-13,56.03735822821584
2020-11-14,54.167757889848936
2020-11-15,52.8640589752394
2020-11-16,50.59734324069856
2020-11-17,48.743653870352354
2020-11-18,50.803503764788445
2020-11-19,53.15465075369184
2020-11-20,52.619837256999645
2020-11-21,53.470692872624426
2020-11-22,52.74410148064787
2020-11-23,51.13612476363404
2020-11-24,53.81133956477285
2020-11-25,55.897767284475144
2020-11-26,57.21672908373431
2020-11-27,59.052571023645264
2020-11-28,58.50327323777011
2020-11-29,58.77252424688819
2020-11-30,59.561611830063576
2020-12-01,57.8683323326995
2020-12-02,61.84245604175087
2020-12-03,63.82653723297677
2020-12-04,65.10489742521543
2020-12-05,63.24603404198897
2020-12-06,59.688510464865644
2020-12-07,56.68064412413368
2020-12-08,58.84541591777996
2020-12-09,58.66815246806395
2020-12-10,59.19989130133162
2020-12-11,59.803199909803936
2020-12-12,56.6544444408839
2020-12-13,54.785596100679555
2020-12-14,51.64873147865537
2020-12-15,51.21553525128471
2020-12-16,52.57478007919729
2020-12-17,52.67812425849599
2020-12-18,53.787513803040525
2020-12-19,53.28712480238175
2020-12-20,50.115542486503145
2020-12-21,51.340264789839644
2020-12-22,53.06486402991913
2020-12-23,53.9450888306072
2020-12-24,57.52008056063993
2020-12-25,56.20905547537398
2020-12-26,56.85253121587018
2020-12-27,57.12378657778406
2020-12-28,56.665847853522465
2020-12-29,58.48063240683933
2020-12-30,62.13533301771328
2020-12-31,63.082277584041584
2021-01-01,64.25626893406664
2021-01-02,63.41147794152512
2021-01-03,61.22084356054596
2021-01-04,60.37888477662651
2021-01-05,59.573073773663324
2021-01-06,60.0411241913571
2021-01-07,61.23529281630531
2021-01-08,61.06045813683068
2021-01-09,59.89343973911689
2021-01-10,55.51705937050189
2021-01-11,55.143125698018146
2021-01-12,55.89115976034677
2021-01-13,54.1248461107859
2021-01-14,53.94522098583582
2021-01-15,55.82410944548909
2021-01-16,55.98419665660927
2021-01-17,50.68114221684736
2021-01-18,48.984188159898935
2021-01-19,52.064875858271535
2021-01-20,52.92487785219634
2021-01-21,55.49897858060495
2021-01-22,55.98216658440256
2021-01-23,55.47164232922307
2021-01-24,56.583661224290445
2021-01-25,53.522621621580576
2021-01-26,56.556530649896985
2021-01-27,58.971195954211986
2021-01-28,60.20676409794649
2021-01-29,63.099392150747875
2021-01-30,64.04445281251259
2021-01-31,61.6677334361092
2021-02-01,61.743900557524114
2021-02-02,60.872329486773324
2021-02-03,63.03760779223693
2021-02-04,62.49523057954671
2021-02-05,63.897857814969264
2021-02-06,63.000651480744686
2021-02-07,59.364941337905286
2021-02-08,56.29014628968747
2021-02-09,54.920145103672375
2021-02-10,57.68516031037976
2021-02-11,58.2476843900345
2021-02-12,55.99917086228141
2021-02-13,54.249520876204976
2021-02-14,52.97776039147547
2021-02-15,50.84230747235901
2021-02-16,50.73486261911182
2021-02-17,52.21042177043568
2021-02-18,53.8206328808689
2021-02-19,55.60075749136929
2021-02-20,55.1105699571448
2021-02-21,55.99197158148083
2021-02-22,55.318669978283076
2021-02-23,54.993940341560155
2021-02-24,58.35824632345812
2021-02-25,61.5671017911059
2021-02-26,63.23217156051773
2021-02-27,60.99295020666885
2021-02-28,61.047122568537695
2021-03-01,60.51089523766298
2021-03-02,61.39276458781055
2021-03-03,62.168523287209894
2021-03-04,65.91418225895005
2021-03-05,65.21585813481133
2021-03-06,63.895310896674616
2021-03-07,61.85611723178843
